,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
500,11.21,15.0,62.24,58.84,36.0,48.42,14.21,69.92,23.61,16.05,55.7,63.51,152.18718,34.79,27.57,55.55,49.49,50.0,17.4,15.52,26.0,47.7,44.009953,27.98,30.05,35.7,13.66,53.0,53.79,22.29,52.77,39.76,19.0,53.56,12.377143,17.07,19.2,29.4,22.205,60.6,82.56,26.08,30.912699,19.835,19.46,14.277,39.76,54.69,76.04,87.24
501,11.55,15.07,62.8,58.58,37.93,49.51,14.24,71.25,23.54,15.95,55.35,65.08,150.26025,34.99,27.89,55.55,48.77,50.51,17.32,15.6,25.95,50.42,43.769955,28.02,29.99,36.0,13.57,52.97,51.43,22.15,52.65,40.38,19.29,55.14,12.36,17.12,19.15,29.11,22.43,60.78,84.32,26.41,31.278475,21.21,16.88,14.002,40.97,54.81,78.28,87.24
502,11.61,15.21,62.1,58.48,37.68,49.26,14.32,71.5,23.5,15.8,55.24,64.01,150.55055,34.98,27.81,55.56,48.95,50.1,17.35,15.28,26.18,50.01,44.099953,27.9,29.89,36.33,13.09,53.32,49.51,21.48,52.82,40.08,19.56,54.65,12.488571,17.41,19.01,28.66,22.31,60.5,86.72,25.82,31.297232,20.865,15.43,13.935,41.07,54.11,78.02,87.51
503,11.83,15.37,60.8,59.18,37.3,50.0,14.71,72.9,23.14,15.82,55.27,64.6,152.25226,35.32,28.69,57.23,49.24,50.3,17.81,16.29,26.64,49.8,44.759953,28.19,30.7,36.48,13.09,54.19,50.74,22.57,54.38,41.59,19.63,55.0,12.281428,17.65,19.31,29.7,22.585,61.35,87.27,27.06,31.119036,21.3175,15.69,13.948,42.24,55.03,78.42,89.08
504,12.22,15.18,64.1,60.13,38.71,52.36,14.69,74.23,23.07,16.51,55.98,65.25,154.45445,35.93,29.18,57.55,49.68,52.05,17.64,16.72,27.3,51.38,45.149956,28.74,31.19,37.0,13.92,55.32,51.35,22.76,55.75,42.8,19.51,55.93,12.268572,17.88,19.53,30.46,22.7,61.69,92.84,26.7,32.00065,23.7475,15.18,14.41,43.87,54.93,80.06,90.44
505,13.05,15.15,66.86,60.42,38.39,54.96,15.07,76.16,24.02,17.17,56.96,65.68,160.66066,36.35,29.74,58.79,51.15,51.8,18.19,17.8,26.28,49.18,46.67995,28.8,30.73,37.43,14.38,55.94,55.73,23.51,57.0,45.5,19.51,56.02,13.31,18.4,20.2,31.45,22.785,62.32,98.47,27.4,31.606735,24.975,15.53,14.955,45.01,55.82,81.27,92.63
506,15.01,15.47,67.7,60.33,38.91,54.07,15.09,77.56,24.94,16.86,56.61,65.86,166.65666,36.58,28.67,58.74,53.29,53.96,18.17,17.14,25.83,48.88,47.399952,28.51,29.79,36.83,14.27,55.44,54.55,23.81,57.7,46.85,18.69,56.39,13.707143,18.32,20.75,31.08,22.85,62.5,101.27,27.11,30.650093,27.775,15.71,15.626,47.91,55.93,82.14,93.64
507,14.41,15.07,66.66,59.24,41.0,50.58,14.79,76.41,24.87,16.67,55.49,67.15,164.32433,36.0,27.08,58.61,51.03,53.33,18.06,16.96,24.57,49.34,45.83995,27.65,29.15,35.7,14.11,54.87,56.29,23.89,56.64,45.1,17.26,56.15,13.115714,17.68,20.19,29.61,22.11,61.33,96.21,26.71,29.84351,27.93,15.77,15.81,46.21,55.34,79.25,92.0
508,13.6,15.13,63.78,59.66,40.2,48.97,14.45,73.61,24.12,16.05,51.31,67.98,159.2993,35.86,25.36,57.68,51.71,53.48,17.5,16.53,25.74,49.12,46.139954,26.92,27.9,35.75,13.82,53.27,54.99,23.1,55.19,44.5,17.67,55.34,12.918571,17.4,19.63,29.68,22.42,60.91,91.49,26.1,29.881025,25.9725,15.83,15.096,43.61,53.8,77.91,90.16
509,14.51,15.23,65.5,59.14,41.33,49.01,14.59,73.88,24.48,16.21,51.58,67.31,163.91391,35.44,25.95,58.8,51.69,53.16,17.71,17.02,26.38,48.05,46.25995,27.16,27.55,35.53,13.68,52.2,56.92,23.12,56.17,44.8,17.79,54.87,13.315714,17.72,20.17,28.9,22.615,60.64,91.28,26.75,30.481272,26.335,16.05,15.35,45.4,53.47,78.88,91.16
510,13.53,15.59,65.0,59.08,40.93,47.53,14.16,72.23,23.85,15.97,51.5,66.68,158.31331,35.2,25.19,57.64,50.49,51.65,17.41,16.28,26.46,47.78,45.899956,26.73,25.92,35.62,12.86,51.18,54.12,22.3,54.32,44.28,17.46,53.45,12.922857,17.67,19.71,28.73,22.23,59.75,86.99,26.58,30.218666,24.08,15.85,14.773,42.32,52.66,76.54,88.84
511,12.55,16.02,62.4,58.6,39.54,46.14,13.59,70.58,22.96,15.65,51.59,63.99,156.04105,35.13,23.49,56.85,47.79,49.9,17.0,15.69,25.53,47.11,46.16995,25.88,25.21,35.68,11.19,50.66,50.96,21.52,54.45,43.38,17.6,51.41,12.605714,17.4,19.52,28.41,21.9,59.96,83.27,24.92,29.824753,22.0025,15.79,14.638,40.34,51.39,76.46,86.73
512,12.49,16.05,63.0,58.55,40.14,45.54,13.46,70.81,22.15,14.59,51.28,63.71,155.15515,34.1,23.36,55.31,46.51,49.02,16.87,15.13,25.58,47.18,45.389954,25.61,25.59,35.03,10.09,49.39,50.1,20.93,52.6,41.88,17.21,50.22,12.32,17.29,19.53,27.93,21.75,59.05,82.27,24.7,29.20575,20.8675,15.32,14.757,39.47,51.9,77.04,85.54
513,12.24,16.24,62.0,58.09,38.83,45.26,13.01,69.7,21.92,14.08,51.56,63.76,148.93393,33.82,22.99,55.08,46.75,47.79,16.33,14.7,24.66,46.31,44.99995,25.28,26.54,34.24,9.7,48.15,48.56,20.8,52.58,41.07,17.02,49.51,11.51,17.22,19.07,27.81,21.285,57.09,79.61,24.06,28.28662,20.6825,15.13,14.402,38.59,51.05,74.7,84.12
514,13.12,16.68,62.8,58.07,39.18,45.15,13.88,72.08,23.34,14.2,51.9,66.82,152.66266,34.28,20.83,55.59,47.8,49.51,16.74,15.16,24.97,47.6,44.99995,25.87,24.83,35.02,8.99,48.91,51.8,21.67,54.12,41.45,17.58,50.81,12.042857,17.77,19.63,28.4,21.95,58.08,80.34,25.39,28.661776,22.9825,15.46,12.995,40.81,50.81,77.62,85.86
515,12.66,16.95,60.1,56.51,37.73,44.72,13.56,70.93,22.9,13.95,51.41,67.99,149.71973,34.5,16.77,56.42,45.39,46.51,16.9,15.29,24.5,46.88,44.99995,25.18,21.0,35.0,6.48,48.0,50.75,21.46,54.59,42.08,17.55,48.39,11.704286,17.24,19.46,28.13,21.89,57.77,77.8,25.41,28.117802,21.365,14.91,12.619,37.99,51.58,77.08,84.23
516,12.37,17.42,59.9,57.59,38.52,44.91,13.01,68.43,22.29,11.88,50.22,66.52,144.31932,34.82,15.0,54.61,44.21,44.87,16.4,14.15,24.94,45.92,45.299953,25.22,19.29,35.15,5.54,46.69,49.31,20.84,52.61,40.75,17.38,46.72,11.341429,17.31,18.87,28.23,21.7,58.2,75.31,24.21,28.371029,20.9575,14.23,12.1,37.0,51.05,76.25,81.94
517,12.35,16.76,57.78,56.37,38.54,43.15,12.83,69.92,21.91,12.39,48.94,62.98,149.16917,34.53,16.04,53.65,43.22,45.21,16.43,14.69,25.15,44.85,44.399956,25.18,22.36,34.68,6.37,46.96,49.42,20.79,52.62,41.73,17.76,47.13,12.577143,17.27,18.05,27.25,21.32,57.38,73.39,25.44,28.821215,21.5975,14.6,12.804,37.47,49.82,77.69,82.42
518,12.23,16.71,57.78,56.15,37.48,43.81,12.85,68.4,21.38,12.69,48.09,62.1,154.7898,34.59,14.93,53.01,43.82,44.0,16.43,14.39,25.96,44.06,44.039955,25.07,21.92,34.6,5.37,47.08,48.9,20.43,53.01,40.91,17.31,44.81,12.402857,16.76,16.97,27.74,21.325,56.54,70.39,27.17,27.920845,20.275,13.89,12.189,35.5,49.4,76.4,80.9
519,13.2,16.99,56.98,56.2,38.99,44.98,13.08,71.43,22.1,12.48,48.64,62.49,162.58759,35.13,16.2,53.54,44.83,46.78,16.82,14.97,26.34,45.74,45.059956,25.91,25.0,34.77,6.46,47.21,50.18,21.08,54.8,42.46,17.9,48.81,12.694285,16.47,17.29,28.07,21.15,55.95,74.3,28.16,28.45544,22.0225,14.88,12.444,38.36,50.79,78.68,83.59
520,13.32,16.76,56.7,56.85,39.05,45.97,13.51,71.28,22.74,12.73,48.95,66.4,163.38838,35.94,15.8,53.75,45.27,47.87,17.02,15.07,26.41,45.37,45.719955,26.02,25.12,35.03,6.3,47.33,49.3,20.91,56.97,43.29,18.15,50.63,12.884286,15.61,17.78,27.86,21.64,56.48,75.56,28.27,27.855192,23.125,13.04,12.601,39.71,51.56,78.27,84.13
521,14.39,17.07,58.5,58.23,41.7,46.99,14.13,72.99,22.59,13.31,49.51,67.33,169.15916,35.95,19.01,54.45,46.9,49.45,17.71,15.15,25.45,43.48,46.28995,25.25,27.19,35.3,7.64,47.44,49.72,21.64,56.29,43.47,18.08,52.4,13.16,15.95,17.8,28.86,22.0,57.5,76.53,29.61,28.136559,22.38,13.49,13.256,41.91,51.85,79.37,86.4
522,14.58,16.99,58.08,58.17,39.69,45.17,13.85,72.51,22.5,13.33,48.56,67.6,172.44244,35.41,19.83,55.63,46.3,49.01,17.67,15.72,23.53,41.3,45.899956,25.54,26.74,34.0,6.96,46.38,49.96,21.93,56.86,42.76,17.76,51.47,13.298572,15.29,17.78,28.52,21.85,57.79,75.48,29.68,28.924383,22.0975,13.14,13.078,40.3,51.85,77.58,86.11
523,14.39,16.9,58.3,58.18,39.31,45.52,13.45,72.3,22.22,12.72,48.0,65.05,172.51752,36.31,19.35,56.59,47.21,48.56,17.62,15.35,24.35,41.49,46.079956,24.77,25.81,33.73,6.88,45.05,57.36,21.31,57.97,40.76,17.99,50.92,13.228572,15.09,17.74,28.85,21.72,56.5,75.87,28.76,28.389788,22.895,12.35,13.236,38.8,51.5,78.25,84.98
524,13.63,16.44,57.8,57.25,37.08,44.09,12.82,69.52,21.21,12.03,46.57,62.95,167.31232,34.82,18.41,52.79,45.19,46.89,16.6,14.55,24.31,40.75,44.99995,24.97,25.0,33.35,6.2,42.19,58.57,20.08,53.61,41.73,17.39,49.36,12.728572,14.63,17.03,28.09,21.105,54.0,72.75,28.0,28.389788,22.7125,11.57,13.361,36.39,49.76,76.06,81.57
525,14.16,16.76,58.9,58.07,37.63,44.71,13.67,70.57,21.97,11.88,47.03,64.37,171.45645,36.37,19.65,51.25,46.49,47.76,16.85,14.7,23.56,42.21,45.53995,25.44,25.03,33.3,6.16,42.7,60.87,20.78,55.31,41.45,16.63,50.2,13.131429,14.4,17.85,29.88,21.25,53.49,73.89,29.61,29.318295,23.0,11.37,13.801,37.63,50.52,76.85,83.1
526,15.26,16.94,59.6,58.71,38.16,46.09,13.78,72.29,21.63,11.56,46.89,67.21,170.2052,36.76,18.5,51.91,46.38,48.09,17.15,13.84,23.95,42.25,46.16995,25.52,24.25,33.64,5.47,45.6,63.38,19.59,57.16,42.12,17.0,51.81,13.3171425,15.04,18.54,30.25,21.675,54.33,75.68,29.8,29.684069,26.075,11.35,14.149,40.71,51.54,78.55,84.3
527,15.44,16.76,59.34,57.93,37.6,46.3,13.65,71.48,21.48,11.09,47.17,67.27,170.62563,36.53,17.23,50.55,47.71,47.21,16.86,14.0,23.48,42.09,47.24995,24.57,23.74,33.51,4.56,44.77,61.15,18.87,56.82,41.75,16.66,51.12,13.252857,14.54,18.51,28.6,21.11,52.29,77.29,28.66,28.089664,26.2525,10.7,14.719,41.49,50.86,77.57,82.7
528,16.4,16.51,57.7,58.26,40.23,48.75,14.44,72.58,22.39,10.9,48.84,65.86,178.4084,36.66,17.35,51.63,47.87,48.64,17.69,13.77,23.54,41.53,46.739952,25.18,25.51,33.3,5.39,45.88,63.18,18.76,56.91,42.52,16.46,52.83,13.86,14.54,19.16,30.01,21.365,53.42,81.68,28.77,29.374567,28.455,10.91,16.056,43.58,52.28,78.81,84.86
529,17.63,16.92,58.14,58.46,42.28,49.26,14.64,74.41,23.47,11.34,49.56,69.95,185.82582,37.02,19.16,52.46,49.18,50.59,17.95,14.34,23.07,42.81,47.09995,26.12,26.65,33.57,6.57,47.63,66.56,19.82,57.69,42.8,16.9,54.77,14.285714,15.12,19.64,30.66,21.66,53.89,83.02,29.62,29.984194,28.6425,10.79,16.224,46.79,53.26,80.39,86.96
530,16.51,16.87,58.2,57.98,41.5,49.2,14.78,74.36,22.9,12.54,49.0,69.39,188.17818,35.9,18.84,53.86,49.17,49.23,17.82,14.2,23.35,42.87,46.649952,25.7,26.86,33.01,6.85,46.94,66.15,19.28,57.0,41.29,16.55,53.51,14.475715,13.74,19.25,30.47,21.005,52.74,84.94,29.27,29.35581,28.5375,11.23,16.15,44.94,50.92,79.28,86.27
531,16.2,16.55,57.12,56.88,41.3,47.86,14.26,71.47,22.36,11.95,47.98,68.23,179.65465,35.63,16.75,51.76,46.85,48.29,17.65,13.66,22.63,42.37,45.899956,24.88,25.25,32.24,5.8,45.06,63.1,18.95,56.22,40.51,16.47,51.98,13.767143,14.18,18.94,29.1,20.48,51.8,82.4,27.8,28.464819,28.5875,10.5,15.999,42.38,50.14,76.61,83.45
532,15.01,16.47,57.7,56.92,40.03,46.78,13.81,69.95,21.7,11.75,47.98,66.92,176.75676,35.07,16.54,50.45,46.22,47.83,17.55,13.35,22.35,42.26,44.519955,24.17,25.35,32.1,5.72,44.34,63.25,18.33,55.51,39.58,16.31,51.39,13.69,14.3,18.97,29.23,21.325,50.93,79.59,27.8,27.930223,25.6875,10.05,16.122,39.95,50.51,73.57,82.17
533,15.67,16.35,57.52,57.71,40.56,47.6,13.91,69.71,21.78,11.55,47.75,66.52,181.27628,34.85,16.35,50.6,46.66,50.1,17.51,13.78,23.03,42.63,44.609955,24.31,25.25,31.57,5.68,44.84,63.97,18.72,53.49,39.89,16.45,53.18,14.141429,14.52,19.27,29.27,22.1,51.37,82.19,29.42,27.88333,28.3175,9.98,16.349,41.9,52.07,74.99,83.55
534,15.27,15.65,56.04,56.07,39.7,45.19,13.56,67.23,20.7,11.2,47.53,64.76,173.42842,34.22,14.58,48.93,45.55,48.1,17.15,12.95,22.62,42.01,43.679955,23.62,22.8,31.0,5.07,43.9,61.67,18.07,52.52,39.49,16.48,49.92,13.838572,14.28,18.49,28.14,21.5,50.0,76.78,28.19,27.001717,26.6375,9.29,15.8,39.18,51.45,72.72,80.16
535,14.9,15.63,55.4,55.7,39.37,45.74,13.32,66.49,20.25,11.07,48.94,66.02,173.7938,33.92,14.33,47.26,45.28,47.8,17.07,12.98,22.28,41.85,42.689957,23.35,22.18,30.54,5.16,43.18,62.27,17.95,50.25,38.77,16.14,49.41,13.578571,14.11,18.22,28.71,21.39,49.84,75.76,28.44,26.682837,27.0025,8.7,15.704,38.72,52.27,71.51,79.79
536,15.22,15.07,52.12,56.26,40.14,45.58,13.33,65.99,19.95,10.94,49.44,67.24,178.91391,33.07,12.91,46.58,45.54,48.98,17.34,12.68,22.42,41.1,43.349953,23.26,22.07,30.91,4.06,42.97,62.84,17.78,49.56,38.24,16.26,50.73,13.338572,14.3,18.3,28.93,21.555,51.5,76.86,28.58,26.720352,28.875,8.92,16.075,39.34,51.27,71.87,79.84
537,13.89,14.89,50.0,55.01,39.03,43.57,12.53,65.48,19.68,9.71,49.99,64.49,169.1942,32.32,11.07,46.84,44.91,46.05,16.64,12.93,22.02,40.12,43.319954,23.13,19.71,30.48,3.61,42.72,61.07,17.25,49.02,36.73,16.01,48.22,12.771428,13.83,17.77,28.1,21.485,50.24,71.03,28.13,25.90439,26.4575,8.16,15.136,38.36,51.53,70.94,76.73
538,13.56,14.83,48.02,54.17,40.5,45.75,12.9,65.99,19.43,9.58,50.35,63.93,173.67368,31.78,11.76,47.56,45.49,46.68,16.52,12.87,22.14,41.61,42.89996,23.8,20.9,30.4,4.29,43.17,64.16,17.71,47.48,36.73,16.05,49.06,13.092857,13.7,18.02,27.62,21.51,50.49,76.44,26.6,27.21743,27.01,8.0,16.05,39.78,51.46,72.25,78.27
539,12.23,15.13,46.06,54.6,39.11,44.59,12.17,63.27,19.65,8.95,48.78,64.8,165.67567,29.93,11.39,45.73,44.52,45.13,15.77,12.65,21.67,38.2,41.96996,22.69,20.13,30.0,4.03,41.2,61.97,17.11,46.67,34.44,15.91,47.83,12.492857,13.37,17.03,27.91,21.36,49.28,73.13,23.77,26.260788,25.8075,7.46,15.3,37.75,50.88,69.72,75.29
540,12.94,15.35,50.1,54.32,41.53,45.05,12.72,65.3,20.35,9.09,48.97,66.0,171.24625,29.89,12.96,47.05,44.5,45.48,16.38,13.75,21.3,37.83,43.499954,23.46,20.83,31.05,4.81,42.59,64.9,17.78,48.52,35.27,15.63,49.0,12.837143,13.43,17.01,28.19,21.47,49.59,75.0,24.1,26.710972,26.175,7.92,15.975,37.92,51.52,71.4,77.14
541,13.21,15.58,51.3,54.49,42.09,44.41,13.32,64.36,20.55,9.28,49.51,64.22,173.15315,31.04,14.59,47.21,45.07,44.11,16.37,14.03,21.63,37.62,42.839954,24.05,23.32,31.44,5.61,42.55,64.12,17.54,49.15,34.5,15.87,48.16,13.142858,13.21,17.05,28.17,21.385,50.1,73.0,23.34,27.057991,26.65,7.67,16.45,38.36,51.13,71.77,77.82
542,12.5,15.0,48.2,51.59,42.08,43.08,12.5,61.91,20.17,8.6,47.87,64.16,166.64165,29.57,12.55,45.65,43.76,41.95,15.5,13.29,21.28,36.56,41.099957,23.44,21.63,30.32,4.25,40.45,61.26,16.68,47.07,32.3,15.39,46.76,12.561429,12.47,16.29,25.47,20.48,48.66,70.37,20.19,26.504639,25.0075,7.29,15.238,35.34,49.15,69.79,74.01
543,12.45,15.24,47.7,49.03,40.98,42.33,12.51,59.37,20.35,8.29,48.81,62.39,166.83183,29.01,10.98,44.62,42.85,41.09,15.21,12.81,21.45,35.39,39.749958,22.8,21.7,30.0,3.61,40.49,63.94,16.48,46.24,30.96,15.81,45.81,12.588572,12.08,15.96,23.82,20.225,47.32,67.56,19.19,26.31706,24.755,7.07,15.477,34.86,47.31,67.0,72.52
544,12.15,15.06,48.96,47.98,40.81,41.9,12.48,58.48,19.58,7.84,48.34,62.0,165.2002,29.02,11.48,43.17,40.21,38.97,15.4,12.8,20.43,35.02,39.119957,23.15,21.68,29.94,3.95,39.39,62.75,16.16,46.93,29.7,15.34,44.68,12.704286,11.84,16.03,23.68,19.905,47.33,65.86,17.74,25.801226,23.275,7.15,15.28,34.84,47.75,65.84,71.61
545,13.12,14.88,48.66,47.78,41.91,44.16,12.7,59.06,18.99,7.24,47.96,61.56,161.74174,28.12,11.32,43.88,39.11,39.24,15.4,12.62,20.09,33.45,37.199963,23.07,21.74,28.81,3.38,39.01,62.8,16.52,44.99,29.86,14.83,45.51,12.882857,12.11,16.12,23.21,19.625,46.93,69.27,18.11,26.045074,24.9375,7.12,15.41,36.96,48.75,65.56,71.23
546,13.09,15.11,47.4,48.31,41.5,42.59,12.56,58.06,18.51,6.75,50.35,59.75,158.39839,28.36,8.89,43.53,40.5,39.49,14.94,12.41,19.76,34.94,36.629963,22.56,18.5,28.55,3.4,40.07,64.12,16.5,45.36,29.22,14.6,45.34,12.922857,12.37,15.86,22.6,19.58,46.45,67.16,17.52,25.848118,24.475,6.88,14.777,35.65,46.98,64.18,70.1
547,13.45,15.81,46.1,47.6,42.11,42.29,12.43,57.53,18.3,7.0,50.15,59.1,153.76376,28.09,8.73,42.84,40.96,41.56,14.6,11.91,19.24,35.41,36.86996,22.77,17.19,28.01,3.29,40.27,65.2,15.84,44.54,29.61,14.43,46.44,12.62,12.66,15.35,22.35,19.075,45.87,67.75,16.57,26.223272,26.165,6.61,14.8,38.06,46.07,62.98,69.4
548,12.45,15.61,45.08,47.46,40.96,40.47,12.33,57.63,17.74,6.95,48.56,58.35,150.14014,27.87,8.65,41.31,38.48,40.16,14.31,11.47,18.6,34.93,36.059963,22.09,15.37,27.47,3.22,39.03,62.2,15.48,44.21,29.98,14.07,44.15,12.025714,12.38,15.2,20.15,19.74,45.3,65.49,17.67,25.294767,24.5125,7.12,14.025,35.59,46.6,62.88,67.95
549,12.96,16.06,46.5,47.23,42.74,41.56,12.8,59.89,18.34,8.01,47.61,58.12,149.27428,27.39,11.18,42.1,38.24,41.15,14.17,11.5,19.31,34.3,36.719963,22.1,17.35,27.08,4.35,39.0,62.49,15.23,44.79,31.42,14.15,46.11,12.124286,12.7,15.37,21.63,19.815,44.51,68.38,17.64,24.994642,26.6625,5.89,14.41,38.43,46.1,65.59,69.51
550,13.88,16.7,55.46,48.22,43.06,42.79,14.05,61.1,19.42,9.23,48.66,59.41,155.2052,28.18,12.42,44.87,38.62,43.15,15.28,12.23,18.83,34.81,37.679962,23.24,20.35,27.35,5.3,41.49,66.24,16.76,42.01,32.59,14.11,48.47,12.83,13.1,16.63,22.14,19.58,45.59,71.45,19.42,26.260788,28.535,6.8,15.023,40.93,46.69,67.38,73.0
551,13.69,16.07,54.4,47.72,41.33,42.47,14.24,61.71,19.65,8.73,47.87,58.39,158.92892,28.15,11.54,47.05,38.21,42.87,15.35,12.22,17.87,34.8,37.49996,23.49,20.15,27.14,4.92,42.55,68.35,16.8,40.05,33.01,13.59,47.41,13.271428,13.25,17.01,21.86,19.79,44.89,70.52,19.03,25.735573,27.5675,6.5,14.791,39.32,47.28,66.01,72.62
552,13.98,16.28,56.5,49.68,38.84,43.96,14.57,63.88,20.44,9.9,48.67,61.19,163.21321,28.87,14.48,48.32,39.07,44.57,15.65,13.24,17.75,34.87,38.24996,24.63,23.59,27.04,6.25,43.63,69.64,17.64,41.83,33.72,13.86,49.84,13.757143,13.96,16.98,24.26,20.54,46.1,74.29,20.51,26.532774,30.2525,7.23,15.8,42.35,48.58,67.39,76.01
553,13.69,16.71,56.9,51.13,39.3,44.7,14.79,61.66,20.73,9.97,49.34,60.99,163.15816,29.77,14.41,48.48,40.71,44.48,15.54,13.13,18.27,36.68,39.449963,24.5,24.31,27.32,6.22,43.56,68.56,17.27,42.11,33.74,14.16,49.42,13.79,14.63,16.82,26.98,20.73,47.37,76.41,21.63,26.90793,29.4775,7.94,16.0,41.75,48.91,67.04,76.96
554,13.22,16.97,52.3,50.7,39.03,43.56,14.32,63.11,20.5,9.85,48.9,60.52,160.25024,30.29,13.57,47.42,41.27,43.24,14.93,12.68,18.68,36.73,39.599957,24.33,23.3,28.24,6.07,44.68,67.37,17.2,43.35,33.92,13.95,48.24,13.605714,14.11,16.32,26.01,20.67,47.95,75.46,21.11,26.720352,27.53,7.92,15.339,40.59,48.72,66.81,76.07
555,13.61,16.96,54.0,50.69,40.14,43.91,14.9,64.7,21.3,9.93,48.95,61.73,167.57257,30.41,14.4,48.27,40.43,43.11,15.15,13.13,18.48,37.62,40.37996,25.25,24.82,28.77,6.36,45.67,70.97,17.72,43.9,34.29,13.72,49.03,14.272857,14.21,17.03,26.3,20.65,47.75,77.11,21.32,27.742645,26.5225,7.98,15.998,41.07,48.21,68.51,77.81
556,14.34,16.94,55.96,51.16,42.65,43.49,15.39,68.25,22.52,11.2,50.8,63.37,166.00601,31.34,17.46,49.07,40.69,45.38,17.56,13.63,19.4,38.21,42.089954,26.05,27.25,30.08,8.43,46.94,71.4,18.15,44.98,33.86,14.26,51.91,14.55,14.26,17.37,27.03,20.925,48.24,79.8,22.29,28.886868,30.0075,8.4,16.347,45.2,49.87,70.4,80.93
557,14.1,16.8,55.5,51.09,41.79,41.76,15.19,67.54,22.59,10.05,50.14,61.5,165.31532,31.58,15.39,47.36,40.25,44.44,17.5,13.19,19.31,38.29,42.869953,25.84,24.66,30.3,6.97,46.05,70.39,17.8,44.86,33.22,14.08,51.53,14.584286,13.7,17.32,26.62,21.16,46.55,78.74,21.71,28.53985,29.0075,8.18,15.531,45.25,49.24,68.64,78.76
558,14.35,16.96,56.3,52.38,41.47,42.48,15.02,65.91,22.43,10.28,50.28,63.06,166.94695,31.5,15.9,46.8,38.85,44.73,17.34,13.15,19.76,37.46,43.499954,25.94,25.3,31.08,7.37,45.36,71.36,17.83,44.64,33.2,14.3,51.1,14.672857,13.95,17.37,27.2,21.58,46.11,82.13,21.2,28.324135,31.9975,8.0,15.85,47.09,50.33,66.99,78.74
559,14.44,17.12,59.14,52.99,42.35,43.52,15.26,68.24,23.03,10.22,51.0,64.48,173.42342,32.05,16.55,48.45,39.57,45.18,17.9,13.91,18.89,38.03,43.679955,26.63,28.05,31.55,7.32,47.39,74.85,18.09,45.04,34.88,14.3,51.54,15.194285,13.91,18.04,27.61,21.8,47.42,83.48,21.68,29.11196,31.81,8.36,16.014,46.25,51.17,69.6,81.24
560,14.44,17.2,58.76,52.98,41.44,43.23,15.08,69.35,23.27,10.74,51.27,65.21,175.37538,31.73,16.3,48.85,40.33,45.78,18.03,13.93,19.52,37.97,42.80996,26.47,27.19,30.88,7.77,47.7,73.09,18.34,45.12,36.03,14.37,52.18,15.368571,13.98,17.98,27.96,22.2,47.7,84.29,21.29,28.811836,32.08,8.9,16.183,45.07,52.21,69.7,81.23
561,14.72,17.35,58.2,53.08,41.99,44.54,15.23,70.59,23.81,10.85,52.06,66.66,176.74174,31.59,16.85,49.35,39.16,46.05,18.25,14.0,20.05,38.39,43.109955,26.38,29.05,30.5,7.88,48.26,73.47,18.68,45.0,37.32,14.53,52.99,15.404285,14.28,18.17,27.77,22.475,48.27,86.45,21.17,28.549229,34.2125,9.05,16.695,47.31,52.97,70.68,82.25
562,14.29,17.0,58.5,52.69,41.28,44.6,15.49,69.08,23.82,10.77,52.36,66.02,175.17517,31.18,15.36,50.3,38.95,45.04,18.45,14.35,19.77,37.58,42.80996,25.94,28.27,30.34,7.2,50.35,71.61,18.81,45.38,38.23,14.4,50.94,15.461429,14.22,18.54,26.93,22.215,48.21,84.74,21.3,28.492956,34.5825,9.28,16.539,45.14,52.64,70.05,82.05
563,13.53,16.34,56.9,52.54,39.95,43.04,15.09,67.54,23.24,10.33,52.0,64.8,171.44644,30.52,14.7,49.72,37.27,43.65,17.66,14.27,19.68,36.47,42.209953,25.49,25.67,30.09,6.7,49.18,70.4,18.12,44.71,36.63,14.09,49.13,14.93,13.88,17.74,26.78,22.25,48.04,81.01,20.45,28.342894,33.7075,8.76,16.434,42.74,52.06,68.54,79.8
564,13.46,16.49,57.76,53.36,39.99,43.82,14.91,67.44,23.52,10.33,52.04,65.09,174.63963,30.67,14.01,49.11,37.98,43.81,17.93,13.81,19.27,37.58,42.71996,25.44,25.73,30.52,6.36,48.96,72.61,18.06,45.03,35.9,13.82,48.91,15.064285,13.8,17.83,26.81,22.135,47.56,80.2,20.85,28.643017,33.9225,8.5,16.4,45.15,52.26,69.04,79.56
565,13.19,15.84,55.3,52.3,39.76,42.38,14.77,66.0,23.15,9.91,51.38,66.17,172.06206,30.62,13.72,48.95,38.58,42.67,17.86,13.43,19.37,37.4,42.569954,24.77,25.29,30.31,6.45,48.69,73.02,17.92,44.89,34.52,14.38,47.93,14.87,13.59,18.23,26.49,21.88,46.75,78.31,20.61,28.005255,32.705,8.27,16.339,43.49,51.01,67.04,78.53
566,14.66,16.4,57.8,53.29,42.2,44.45,15.38,70.0,24.31,10.75,53.34,69.99,181.83684,31.3,15.92,51.59,39.83,45.07,18.93,14.13,19.13,39.12,43.319954,26.5,29.58,31.29,7.85,51.03,73.63,19.25,46.12,36.16,14.3,51.1,15.734285,14.06,19.5,27.21,22.65,48.72,83.74,21.17,29.740341,36.58,9.46,16.3,48.73,52.93,70.73,83.08
